ID,Text,target
5199,i actually like having things clean but i like to have them messy first so i feel rebellious,anger
5200,i feel offended used and disgusted,anger
5201,i am thrilled with the way my skin and hair feel if you are like me you are skeptical,fear
5202,i dont have to buy it in tubs which feels vile,anger
5203,i could feel myself hit this strange foggy wall,fear
5204,i feel so pissed about myself,anger
5205,ive found it im feeling pretty pumped,joy
5206,i try and try to keep up with other bloggers and read whats scheduled so that my review goes up close to when everyone elses does but im tired of feeling rushed tired of the pressure that i put upon myself,anger
5207,i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,anger
5208,i do not feel like i am hostile toward others just that i fail to be nice to them,anger
5209,i feel unsure or neutral about changing but really does not want to change,fear
5210,i feel really wonderful about myself and love the life i live,joy
5211,i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time,joy
5212,im feeling cranky im not going to lie,anger
5213,im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude,anger
5214,i feel more free to enjoy the possessions i do have like this rock or that book or these clothes,joy
5215,i see and feel and who knew i could get so angry in putting a key in the lock i want to punch someone s face every single time i put my key in the lock i know that i must keep on going,anger
5216,i am definitely feeling the festive vibe and i have been busy with christmas y things mince pies are very much a british xmas goodie that i had never heard of before i met my husband well maybe in a song but other than that,joy
5217,i feel suspicious of wrinkle prevention beauty products for some reason,fear
5218,i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,anger
5219,im feeling cranky cantankerous and resentful like a house slave basically almost all the mothers i know rely heavily on either alcohol marijuana or separation divorce to get some space and sanity for themselves away from their maternal responsibilities,anger
5220,im still using blogger to follow other blogs but i like livejournals feature of enabling private posts so i can keep just one journal without feeling inhibited about writing things i dont want to publish on the net,fear
5221,i know there are days in which you feel distracted,anger
5222,i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger
5223,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,joy
5224,i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,joy
5225,i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,fear
5226,i feel poles are most useful in pairs all price and stats in this review are for two poles,joy
5227,i am regularly in a rush and feel irritated and i dont take the time to communicate my needs or my feelings,anger
5228,i feel some super shifting some super circles,joy
5229,i feel mad whats your,anger
5230,i feel frightened or anxious,fear
5231,im hesitant to make suggestions because i feel as if the outcome would not be sincere,joy
5232,i did say she could but its just a bit annoying and it reminds me that im really unfit and that i have no determination and then i feel really poo and have even less determination so its all a bit of a vicious circle,anger
